Date of Sale (dd/mm/yyyy),Address,Postal Code,County,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
29/11/2017,"38 PINEWOOD LAWN, ABBEYSIDE, DUNGARVAN",,Waterford,"€159,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/10/2019,"21 FORTFIELD SQ, FORTFIELD GROVE, TERENURE DUBLIN 6W",,Dublin,"€740,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/07/2013,"11 Silveryberry, Finnstown Abbey, Lucan",,Dublin,"€225,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/11/2021,"429 MOURNE RD, DRIMNAGH, DUBLIN 12",Dublin 12,Dublin,"€424,250.00",No,No,Second-Hand Dwelling house /Apartment,
26/11/2020,"MARKET ST, CLIFDEN, GALWAY",,Galway,"€185,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/02/2018,"CLONTUMPHER, BALLINALEE, COUNTY LONGFORD",,Longford,"€30,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/04/2021,"DRUMLISH HILL, DRUMLISH, LONGFORD",,Longford,"€168,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/11/2012,"2 Gaelic View, Kill",,Kildare,"€55,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
21/10/2011,"No 7 Aghnaharna Court, Portlaoise",,Laois,"€110,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/03/2018,"19 TREEPARK DR, KILNAMANAGH, TALLAGHT DUBLIN 24",Dublin 24,Dublin,"€275,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/06/2021,"APT 6 ST NESSANS, THORMANBY ROAD, HOWTH",Dublin 13,Dublin,"€475,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/12/2018,"35 DOON HEIGHTS, BALLYCONNELL, CAVAN",,Cavan,"€145,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2021,"38 MILLBOURNE AVE, MILLBOURNE, CO MEATH",,Meath,"€310,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/05/2018,"6 MOREEN LAWN, SANDYFORD, DUBLIN 16",Dublin 16,Dublin,"€370,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/05/2020,"115 WILLOUISE, SHERLOCKSTOWN ROAD, SALLINS",,Kildare,"€410,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
08/02/2016,"No 68 Aghnaharna Drive, Stradbally Road, Portlaoise",,Laois,"€125,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
04/03/2016,"21 CARYSFORT HALL, CARYSFORT AVE, BLACKROCK",,Dublin,"€500,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/02/2013,"7 Dan Desmond Villas, Passage West",,Cork,"€85,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/05/2019,"174 MEADOW HILL, KILTOY, LETTERKENNY",,Donegal,"€132,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/10/2021,"SICILY, BALRATH, NAVAN",,Meath,"€470,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/02/2019,"6 WATERSIDE GROVE SWORDS RD, MALAHIDE, DUBLIN",,Dublin,"€285,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/03/2011,"155 Leighlin Road, Crumlin",Dublin 12,Dublin,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,"PHEASANT HILL, WESTPORT RD, CASTLEBAR",,Mayo,"€310,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/09/2019,"35 BEECHWOOD HEATH, CLONSILLA, DUBLIN 15",,Dublin,"€387,665.00",No,Yes,New Dwelling house /Apartment,
25/06/2021,"KNOCKNACURRA, KISKEAM, MALLOW",,Cork,"€110,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/05/2015,"26 DOOLEYS TERRACE, ATHY, CO KILDARE",,Kildare,"€52,500.00",No,No,Second-Hand Dwelling house /Apartment,
20/02/2019,"14 ST RONANS VILLAS, DROMISKIN, CO LOUTH",,Louth,"€220,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/01/2018,"2 DIREEN, KILLARNEY",,Kerry,"€211,321.58",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
30/08/2010,"63 Heath Square, The North road, Finglas",Dublin 11,Dublin,"€21,500.00",No,No,Second-Hand Dwelling house /Apartment,
21/12/2020,"11 MAYESTON COURT, ST MARGARETS RD, DUBLIN 11",Dublin 11,Dublin,"€220,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/10/2018,"27 CROSSGUNS QUAY, PHIBSBORO, DUBLIN 7",Dublin 7,Dublin,"€205,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/04/2017,"APT OVER BIDDY'S BAR, MAIN STREET, MANORHAMILTON",,Leitrim,"€30,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/06/2016,"121 INCHICORE RD, DUBLIN 8, DUBLIN",Dublin 8,Dublin,"€125,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/02/2017,"187 AYLMER PARK, NAAS, KILDARE",,Kildare,"€260,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/12/2020,"14 Barons Way, Lismullen Grove, Armagh Road",,Louth,"€145,110.13",No,Yes,New Dwelling house /Apartment,
22/11/2019,"62 FATHER BYRNE PARK, GRAIGUECULLEN, LAOIS",,Laois,"€118,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/03/2012,"22 Moeran Road, Walkinstown, Dublin 12",Dublin 12,Dublin,"€120,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/09/2018,"LYNBROOK, CHURCH RD, MALAHIDE",,Dublin,"€1,850,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/09/2018,"COOLMONA, DONOUGHMORE, CORK",,Cork,"€354,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/03/2015,"162 Evanwood, Golf Links Road, Limerick",,Limerick,"€148,458.15",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
23/08/2018,"221 BALROTHERY ESTATE, TALLAGHT, DUBLIN 24",Dublin 24,Dublin,"€240,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/03/2016,"ST CLARES, HEADFORD, CO GALWAY",,Galway,"€40,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/08/2013,"35 WoodbinePark, Booterstown",,Dublin,"€570,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/10/2021,"ARD NA CASSA, COOLRIERY, CASTLECONNELL",,Limerick,"€355,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/05/2018,"22 HARMONY HEIGHTS, CAVAN, CO CAVAN",,Cavan,"€110,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/12/2020,"19 HAMPTON WOOD GREEN, ST MARGARETS RD, FINGLAS DUBLIN 11",Dublin 11,Dublin,"€310,000.00",No,Yes,New Dwelling house /Apartment,
21/10/2020,"14 Hallwell Park, Hallwell, Adamstown",,Dublin,"€330,396.48",No,Yes,New Dwelling house /Apartment,
02/10/2012,"10 Castlelea Avenue, Portarlington, Co Laois",,Laois,"€79,295.00",No,Yes,New Dwelling house /Apartment,less than 38 sq metres
20/09/2017,"1 SUNNINGDALE, SOUTHFIELDS, ROSSLARE STRAND",,Wexford,"€162,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/02/2016,"21 LARCH COURT, KENNEDY PARK, LIMERICK",,Limerick,"€40,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/03/2018,"113 TERENURE ROAD WEST, DUBLIN 6W",Dublin 6w,Dublin,"€680,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/03/2010,"VILLA THOMAS, DONERAILE WALK, TRAMORE",,Waterford,"€375,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/06/2020,"49 Castleland Park Way, Balbriggan, Co Dublin",,Dublin,"€268,722.00",No,Yes,New Dwelling house /Apartment,
28/02/2018,"HAZEL HOUSE, WOODHILL, PORT NA BLAGH",,Donegal,"€342,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/08/2016,"1 BAILE AN CHOISTE, HEADFORD RD, CASTLEGAR",,Galway,"€167,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/12/2020,"75 Graydon Crescent, Graydon",,Dublin,"€312,775.33",No,Yes,New Dwelling house /Apartment,
26/01/2010,"Lisruntagh, Cloonamahon",,Sligo,"€195,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/10/2019,"34 WINDMILL TERRACE, PORTERSTOWN, CLONSILLA DUBLIN 15",Dublin 15,Dublin,"€226,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/07/2013,"Hazeldene, Clonminam Road, Portlaoise",,Laois,"€105,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/08/2021,"362 RATHCOFFEY, DONADEA, NASS",,Kildare,"€208,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/05/2010,"1 Pimlico Cottages, Thomas Street",Dublin 8,Dublin,"€97,500.00",No,No,Second-Hand Dwelling house /Apartment,
12/11/2020,"20 KILLIAN PARK, SHANNON, CLARE",,Clare,"€180,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/07/2014,"PHOENIX, KILTOOME, TRIM",,Meath,"€187,500.00",No,No,Second-Hand Dwelling house /Apartment,
20/05/2020,"MALINMORE, GLENCOLMCILLE, CO. DONEGAL",,Donegal,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/10/2014,"Apartment 34 The Court, Station Road, Killiney",,Dublin,"€616,740.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
24/02/2020,"28 EAGLEWOOD, ROCHESTOWN AVE, DUN LAOGHAIRE",,Dublin,"€290,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/11/2021,"74 RYEVALE LAWNS, LEIXLIP, KILDARE",,Kildare,"€375,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/06/2011,"Greghaghan, Ballyconnell",,Cavan,"€247,500.00",No,No,Second-Hand Dwelling house /Apartment,
09/06/2017,"4 BENMADIGAN RD, DUBLIN 12, DUBLIN",Dublin 12,Dublin,"€270,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/04/2021,"14 LAKE VALE, KILMINCHY, PORTLAOISE",,Laois,"€190,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/12/2010,"11 Glen Grove, Kilmallock",,Limerick,"€154,185.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
03/09/2010,"56 Mullach Glas Crescent, Mullach Glas, Monaghan",,Monaghan,"€105,726.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
10/01/2020,"28 THE GLEBE, AISLING COURT, KILLUCAN",,Westmeath,"€96,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/05/2016,"2 MOUNT EUSTACE CLOSE, TYRELLSTOWN DUBLIN 15, DUBLIN",Dublin 15,Dublin,"€227,500.00",No,No,Second-Hand Dwelling house /Apartment,
09/07/2018,"14 THE COURT, FAIRFIELD PARK, WATERFORD",,Waterford,"€131,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/11/2011,"73 Shanowen Grove, Santry, Dublin",Dublin 9,Dublin,"€225,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/12/2018,"4A CULHANE ST, DUNDALK, LOUTH",,Louth,"€135,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/10/2020,"6 THE DRIVE, SEAMOUNT COVE, BLACKROCK",,Louth,"€445,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/05/2014,"1 PINEWOOD AVE, CAHERDAVIN HEIGHTS, LIMERICK CITY",,Limerick,"€119,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/10/2021,"43 WELLINGTON RD, TEMPLEOGUE, DUBLIN 6W",,Dublin,"€128,914.00",Yes,No,Second-Hand Dwelling house /Apartment,
30/06/2015,"21 LEIGHSBRIDGE, Navan, MEATH",,Meath,"€237,500.00",No,No,Second-Hand Dwelling house /Apartment,
23/01/2020,"116 Brocan Wood, Monasterevin, Co Kildare",,Kildare,"€247,533.04",No,Yes,New Dwelling house /Apartment,
01/02/2012,"7 Brookview, Clonakilty",,Cork,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/08/2018,"26 FOREST PARK, LEIXLIP, CO KILDARE",,Kildare,"€338,200.00",No,No,Second-Hand Dwelling house /Apartment,
22/03/2013,"80 Olcovar, Shankill",,Dublin,"€213,348.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
10/02/2016,"131 THE ISLAND, CHAPELIZOD, DUBLIN 20",Dublin 20,Dublin,"€183,500.00",No,No,Second-Hand Dwelling house /Apartment,
29/08/2014,"4 RALEIGH ROW, GALWAY, GALWAY",,Galway,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/11/2017,"10 CLANBOY RD, DONNYCARNEY, DUBLIN 5",Dublin 5,Dublin,"€350,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/01/2016,"22 CRUMLIN RD, APT, DUBLIN 12",Dublin 12,Dublin,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/10/2019,"APT 5, MONTEREY COURT, GALWAY",,Galway,"€258,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/12/2020,"APT.117 - BLOCK B2, FORTUNES LAWN, CITYWEST",Dublin 24,Dublin,"€265,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/07/2019,"32 THE VILLAGE, BETTYGLEN, RAHENY DUBLIN 5",Dublin 5,Dublin,"€400,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/03/2017,"APT 54 BLOCK A1 STRADBROOK, STRADBALLY RD, PORTLAOISE",,Laois,"€157,500.00",No,No,Second-Hand Dwelling house /Apartment,
10/06/2010,"Wynyard, Saval Park Road, Dalkey",,Dublin,"€2,250,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/07/2019,"35 THE COURTHOUSE, RATHCOOLE, DUBLIN",Dublin 24,Dublin,"€181,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/08/2018,"Number 1 The Park, Janeville, Cork Road",,Cork,"€370,043.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
07/12/2018,"16 NEWCASTLE COURT, CASTLETROY, CO LIMERICK",,Limerick,"€193,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/06/2020,"7 WOODSIDE PARK, NAAS, KILDARE",,Kildare,"€257,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/12/2017,"2 BAYVIEW LAWNS, KILLINEY, DUBLIN",,Dublin,"€566,500.00",No,No,Second-Hand Dwelling house /Apartment,
18/09/2018,"30 MERRION GROVE, STILLORGAN RD, DUBLIN",,Dublin,"€354,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/02/2017,"GENESIS CHINESE RESTAURANT, MAIN ST, BELTURBET",,Cavan,"€62,500.00",No,No,Second-Hand Dwelling house /Apartment,
08/05/2015,"128 NORTH, YOUGHAL, MAIN ST",,Cork,"€64,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/12/2019,"124 BALLYMACOOL WOODS, BALLYMACOOL, LETTERKENNY",,Donegal,"€71,641.75",No,No,Second-Hand Dwelling house /Apartment,
21/12/2016,"35 KNIGHTSBRIDGE COURT, LONGWOOD RD, TRIM",,Meath,"€105,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/03/2020,"20 LARCHFIELD AVE, RENMORE, GALWAY",,Galway,"€305,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/12/2021,"75 BLOCK B1, FORTUNES LAWN, CITYPARK FORTUNES LANE DUBLIN 24",Dublin 24,Dublin,"€272,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/05/2013,"14 Marine View, West End, Bundoran",,Donegal,"€52,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/02/2016,"59 COTSWOLD, CASTLEREDMOND, MIDDLETON",,Cork,"€205,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/11/2020,"RYE HILL, ARDATAGGLE, OBRIEN BRIDGE",,Clare,"€270,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/03/2020,"RAY, FALCARRAGH, DONEGAL",,Donegal,"€75,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/02/2019,"37 Chestnut Drive, Rath Ullard, New Orchard Road",,Kilkenny,"€351,542.00",No,Yes,New Dwelling house /Apartment,
12/06/2013,"50 Finn Eber Fort, Finglas, Dublin 11",Dublin 11,Dublin,"€185,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/09/2014,"76 MULCAIRE MANOR, NEWPORT, TIPPERARY",,Tipperary,"€220,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/01/2020,"SUNNY LAWN, CASTLE RD, KILKENNY",,Kilkenny,"€645,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/12/2013,"130 AUGHNASKERRY DR, CAVAN, CAVAN",,Cavan,"€47,500.00",No,No,Second-Hand Dwelling house /Apartment,
29/10/2014,"13 ANKERS COURT, ANKERS BOWER, ATHLONE",,Westmeath,"€55,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/07/2021,"REAR 25 ST MARYS RD, PEMBROKE GARDENS, BALLSBRIDGE DUBLIN 4",Dublin 4,Dublin,"€710,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/11/2021,"16 THE GRANGE, BEECHLAWN, RATHOATH",,Meath,"€260,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/08/2017,"FARNAUGHT, WESTPORT, MAYO",,Mayo,"€350,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/09/2014,"31 brandon  square, waterville",Dublin 15,Dublin,"€251,101.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
30/10/2020,"243 HAMPTON SQ, NAVAN RD, DUBLIN 7",Dublin 7,Dublin,"€315,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/05/2013,"7 Chapel Lane, Castletownbere",,Cork,"€60,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/09/2012,"28 Ceide Glasan, Merlin Park, Galway",,Galway,"€77,500.00",No,No,Second-Hand Dwelling house /Apartment,
21/12/2021,"MUINEAGH, DUNREE, LINSFORT",,Donegal,"€135,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/05/2014,"1 Ard Aiobheann, Donegal Town",,Donegal,"€118,943.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
30/07/2013,"96 Portersfield, Clonsilla Road, Dublin 15",Dublin 15,Dublin,"€155,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/05/2019,"70 KILLEEN WOOD, TRALEE, KERRY",,Kerry,"€132,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
31/07/2013,"2  The Orchard, Chapel Hill, Macroom",,Cork,"€127,753.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
19/08/2021,"ARDNATAGGLE, O BRIENS BRIDGE, CLARE",,Clare,"€341,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/09/2016,"No 46 Thornwood, Beaumont",Dublin 9,Dublin,"€410,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
28/11/2016,"23 KINDLESTOWN PARK, GREYSTONES, COUNTY WICKLOW",,Wicklow,"€217,583.00",No,No,Second-Hand Dwelling house /Apartment,
15/07/2021,"6 LEUKOS RD, RINGSEND, DUBLIN 4",Dublin 4,Dublin,"€580,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/01/2017,"18 BROADFIELD CLOSE, BROADFIELD MANOR, RATHCOOLE",Dublin 24,Dublin,"€200,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
21/01/2019,"53 OLDBRIDGE VIEW, OSBERSTOWN, NAAS",,Kildare,"€237,500.00",No,No,Second-Hand Dwelling house /Apartment,
02/07/2018,"24 DISWELLSTOWN VIEW, CASTLEKNOCK",,Dublin,"€484,581.49",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
23/09/2016,"38 Fern Grove, Forest Hill, Kilnagleary",,Cork,"€237,291.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
06/05/2015,"1 The Beeches, Archerstown Demesne, Ashbourne",,Meath,"€300,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
01/10/2010,"10 Carysford Grove, Blackrock",,Dublin,"€700,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/02/2018,"5 Merrion Residences, 8-11 and 11a Lower Baggot Street",Dublin 2,Dublin,"€2,076,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
10/09/2020,"FAIRHILL, MENLOUGH, BALLINASLOE",,Galway,"€280,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/05/2021,"24 DANIEL OBRIEN TERRACE, BUTTEVANT, CORK",,Cork,"€20,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/05/2013,"Killonan, Castletroy, Limerick",,Limerick,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/09/2015,"77 Meadowbrook, Tulsk",,Roscommon,"€22,700.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
20/03/2017,"LOUGH CUTRA DEMESNE, GORT, CO GALWAY",,Galway,"€117,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/08/2018,"WELLFIELD COTTAGE, ADAMSTOWN, DUNLEER",,Louth,"€155,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/04/2019,"22 CARRAIG ABHAINN, BALLISDOARE, CO SLIGO",,Sligo,"€215,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/05/2017,"THE LAMPLIGHTER, 79 THE COMBE, DUBLIN 8",,Dublin,"€158,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/12/2017,"3 THE TOP RD, STRANDHILL, SLIGO",,Sligo,"€290,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/11/2019,"30 BARRYMORE AVE COBH, CORK",,Cork,"€143,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/06/2017,"13 Earls Court, Ballymote, Sligo",,Sligo,"€23,788.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
05/03/2012,"4  Laurel Park, Castlepark, Mallow",,Cork,"€143,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/05/2011,"35 Mourne Road, Drimnagh, dublin 12",,Dublin,"€145,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/10/2018,"26 LIR PARK CASTLEPOLLARD, CASTLEPOLLARD, WESTMEATH",,Westmeath,"€154,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/12/2016,"12 HOLYROOD APTS, HOLYROOD PARK, SANDYMOUNT AVE DUBLIN 4",Dublin 4,Dublin,"€432,500.00",No,No,Second-Hand Dwelling house /Apartment,
09/03/2011,"Rahally Castle, Gort, Galway",,Galway,"€800,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/04/2018,"5 GREENHILLS VIEW, THE PINES, BALLINASLOE",,Galway,"€175,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/07/2011,"Ballykilleen, Brosna, Birr",,Offaly,"€100,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/09/2020,"13 UPPERCROSS, TEMPLE PARK, DARTRY DUBLIN 6",Dublin 6,Dublin,"€300,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/12/2017,"Apt 52  Orwell Gate  Block A, Marianella, Rathgar",,Dublin,"€506,608.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
31/08/2015,"SEGRAVES CASTLE, RATHMORE, NAAS",,Kildare,"€415,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/03/2021,"227 CAISLEAN NA HABHAINN, CASTLETROY, LIMERICK",,Limerick,"€300,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/04/2019,"34 Diswellstown Drive, Castleknock, Dublin 15",,Dublin,"€427,312.00",No,Yes,New Dwelling house /Apartment,
30/06/2015,"30 BROOKVALE DOWNS, RATHFARNHAM, DUBLIN 14",Dublin 14,Dublin,"€465,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/08/2012,"No 104 The Hermitage, Borris Road, Portlaoise",,Laois,"€105,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/08/2016,"ANNFIELD, HOLLYMOUNT, MAYO",,Mayo,"€102,500.00",No,No,Second-Hand Dwelling house /Apartment,
29/07/2016,"18 THE SQUARE, BUTTERY COURT, MALLOW",,Cork,"€76,800.00",No,No,Second-Hand Dwelling house /Apartment,
27/10/2016,"CORBEAGH, COOTEHILL, CAVAN",,Cavan,"€146,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/04/2018,"UPPER STREET, KILMACOW, KILKENNY",,Kilkenny,"€182,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/12/2012,"57 Deans Court, Waterford Road",,Kilkenny,"€135,000.00",No,No,Second-Hand Dwelling house /Apartment,
